0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,68.70,28.13,46.30,11.72,0.00,34.01,22.26,7.29,5.75,23.57,3.53
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,51.11,24.53,70.82,9.01,0.00,29.08,20.04,5.90,4.65,23.52,4.20
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,154.71,23.72,80.00,8.14,0.00,27.82,19.68,5.30,4.33,23.32,8.72
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.72,24.16,72.95,8.27,0.00,28.31,20.04,5.45,4.39,23.34,3.40
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,132.23,24.55,63.78,9.29,0.00,29.23,19.93,5.77,4.52,23.16,9.72
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,160.49,23.98,58.18,9.15,0.00,28.57,19.40,5.44,4.07,22.75,7.14
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,15.18,23.05,45.78,9.69,0.00,27.93,18.24,5.26,3.67,20.61,2.31
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.31,22.48,35.65,10.73,0.00,27.87,17.14,5.34,3.57,18.81,2.57
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.96,23.02,25.84,12.23,0.00,29.17,16.93,5.90,3.98,17.02,1.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,25.07,22.80,13.18,0.00,31.70,18.49,6.70,4.79,18.08,0.09
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,18.42,27.18,23.42,13.60,0.00,33.99,20.35,7.50,5.64,19.21,1.25
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.41,28.32,35.00,12.80,0.00,34.77,21.89,7.61,5.95,21.80,2.60
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,86.58,27.61,46.30,11.72,0.00,33.50,21.75,7.29,5.68,23.33,4.95
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,77.57,24.25,70.02,9.01,0.00,28.80,19.74,5.89,4.62,23.54,4.58
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,69.11,23.76,80.00,8.14,0.00,27.86,19.72,5.30,4.32,23.35,6.70
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51.41,24.28,72.95,8.27,0.00,28.43,20.16,5.44,4.39,23.34,5.55
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,94.86,25.05,63.78,9.29,0.00,29.74,20.45,5.81,4.57,23.20,7.34
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,77.87,23.88,58.54,9.15,0.00,28.47,19.32,5.43,4.05,22.75,5.78
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,106.82,22.58,45.76,9.69,0.00,27.47,17.77,5.24,3.63,20.74,4.60
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.58,22.72,35.84,10.73,0.00,28.11,17.38,5.35,3.58,18.46,1.10
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.72,21.99,25.84,12.23,0.42,28.14,15.90,5.87,3.87,17.02,1.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.42,24.02,22.61,13.18,0.00,30.65,17.47,6.63,4.67,17.57,1.13
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.26,26.91,24.06,13.60,0.00,33.73,20.14,7.43,5.61,18.67,0.20
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.45,28.74,34.98,12.80,0.00,35.18,22.32,7.62,6.01,22.41,2.12
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,90.12,27.71,46.30,11.72,0.00,33.60,21.84,7.30,5.71,23.33,4.76
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,121.30,24.82,70.02,9.01,0.00,29.36,20.31,5.89,4.67,23.54,5.12
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,58.53,24.57,79.62,8.14,0.00,28.68,20.54,5.37,4.42,23.52,7.27
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.59,24.05,72.95,8.27,0.00,28.20,19.93,5.46,4.38,23.34,5.11
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,295.45,24.73,63.78,9.29,0.00,29.42,20.13,5.76,4.55,23.85,9.41
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,110.34,24.75,58.19,9.15,0.00,29.34,20.19,5.46,4.15,23.36,6.52
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,98.76,23.24,46.62,9.69,0.00,28.12,18.39,5.27,3.69,21.05,4.40
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.81,22.70,35.88,10.73,0.00,28.10,17.37,5.35,3.58,18.67,2.00
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,22.34,25.84,12.23,0.02,28.48,16.25,5.90,3.91,17.05,0.20
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.54,22.79,13.18,0.03,30.17,16.99,6.63,4.61,17.57,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,22.42,25.96,24.06,13.60,0.00,32.78,19.15,7.39,5.48,18.67,1.70
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.15,28.18,35.00,12.80,0.00,34.63,21.79,7.55,5.93,22.73,3.48
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,95.83,27.53,46.30,11.72,0.00,33.38,21.66,7.23,5.67,23.32,5.81
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,79.41,25.28,69.90,9.01,0.00,29.82,20.78,5.91,4.73,23.85,4.63
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,49.26,25.17,80.00,8.14,0.00,29.28,21.12,5.41,4.49,24.91,4.85
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110.25,24.51,72.95,8.27,0.00,28.66,20.39,5.47,4.42,23.38,5.77
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,66.28,25.74,63.78,9.29,0.00,30.43,21.14,5.82,4.64,24.92,5.30
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,153.86,24.76,58.18,9.15,0.00,29.34,20.19,5.48,4.15,22.75,8.51
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,40.91,23.75,46.25,9.69,0.00,28.64,18.89,5.33,3.75,21.87,3.01
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.75,22.42,35.84,10.73,0.00,27.81,17.08,5.36,3.56,18.46,3.04
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.21,25.84,12.23,0.13,28.35,16.12,5.84,3.90,17.08,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.54,25.39,22.79,13.18,0.00,32.02,18.85,6.68,4.83,18.56,0.58
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.43,27.60,24.06,13.60,0.00,34.40,20.77,7.54,5.68,19.93,0.24
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.22,27.55,35.00,12.80,0.00,34.00,21.14,7.58,5.86,21.84,5.39
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,202.75,27.38,46.34,11.72,0.00,33.24,21.49,7.22,5.66,23.26,6.62
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,32.38,25.49,70.26,9.01,0.00,30.03,21.01,5.93,4.74,24.16,5.10
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,206.16,24.02,80.00,8.14,0.00,28.13,19.97,5.35,4.37,23.38,9.10
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.13,24.01,72.95,8.27,0.00,28.16,19.89,5.46,4.37,23.34,8.21
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,261.10,24.16,63.78,9.29,0.00,28.85,19.56,5.71,4.48,23.20,10.27
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,15.69,24.74,58.79,9.15,0.00,29.33,20.18,5.43,4.14,22.96,3.35
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,39.93,23.29,45.97,9.69,0.00,28.17,18.44,5.32,3.71,20.61,3.25
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.41,22.09,35.84,10.73,0.00,27.48,16.75,5.34,3.54,18.46,1.97
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,22.25,25.56,12.23,0.21,28.40,16.16,5.88,3.90,17.02,0.06
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.09,22.79,13.18,0.04,30.72,17.51,6.66,4.68,17.09,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.49,26.02,24.06,13.60,0.00,32.84,19.23,7.41,5.49,18.01,1.47
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.87,28.09,35.00,12.80,0.00,34.51,21.68,7.55,5.91,21.85,2.23
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,95.21,27.40,46.30,11.72,0.00,33.27,21.51,7.25,5.66,23.28,4.61
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,108.34,24.72,70.02,9.01,0.00,29.27,20.24,5.88,4.66,23.56,5.12
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,180.46,23.81,80.00,8.14,0.00,27.91,19.77,5.32,4.34,23.32,8.71
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.99,23.96,72.95,8.27,0.00,28.11,19.84,5.43,4.37,24.17,4.13
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,173.79,24.51,63.78,9.29,0.00,29.20,19.90,5.75,4.51,23.20,7.93
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,229.16,24.77,58.34,9.15,0.00,29.36,20.20,5.46,4.14,22.93,8.70
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,12.12,23.20,45.97,9.69,0.00,28.08,18.36,5.32,3.69,20.62,2.03
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.15,22.30,35.84,10.73,0.00,27.70,16.92,5.35,3.57,18.46,1.13
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.98,22.40,25.84,12.23,0.11,28.54,16.28,5.88,3.93,17.06,0.89
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,24.70,22.79,13.18,0.00,31.33,18.16,6.67,4.74,18.02,0.19
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.55,27.15,24.06,13.60,0.00,33.93,20.33,7.45,5.64,19.73,1.27
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.72,28.71,35.00,12.80,0.00,35.15,22.31,7.66,5.99,21.89,2.06
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,191.15,26.14,46.19,11.72,0.00,32.03,20.28,7.21,5.50,21.99,10.52
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.36,24.60,70.02,9.01,0.00,29.14,20.08,5.87,4.65,23.42,3.83
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,38.32,23.99,80.00,8.14,0.00,28.10,19.96,5.33,4.36,23.41,5.27
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.44,23.85,72.95,8.27,0.00,28.00,19.72,5.42,4.37,23.34,4.92
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,68.04,25.06,63.78,9.29,0.00,29.75,20.45,5.77,4.57,23.27,5.77
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,183.54,24.33,58.30,9.15,0.00,28.91,19.74,5.45,4.10,22.75,8.51
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,35.81,23.35,46.32,9.69,0.00,28.24,18.54,5.30,3.71,21.16,3.60
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.38,22.20,35.84,10.73,0.00,27.59,16.86,5.28,3.55,18.46,1.21
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,23.50,25.84,12.23,0.00,29.65,17.42,5.92,4.04,18.24,0.03
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,24.78,22.79,13.18,0.00,31.41,18.23,6.68,4.75,17.57,0.02
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.26,27.64,24.06,13.60,0.00,34.45,20.82,7.53,5.70,19.50,0.22
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47.80,27.91,35.00,12.80,0.00,34.35,21.53,7.59,5.89,21.84,3.24
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,204.38,27.73,46.30,11.72,0.00,33.62,21.86,7.28,5.71,23.33,5.81
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,191.57,24.66,70.02,9.01,0.00,29.20,20.14,5.91,4.66,23.54,6.47
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,69.05,23.58,80.00,8.14,0.00,27.69,19.55,5.32,4.31,23.83,6.27
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.44,23.62,72.95,8.27,0.00,27.77,19.50,5.41,4.34,23.34,5.79
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,85.19,25.02,63.78,9.29,0.00,29.71,20.38,5.78,4.58,23.44,6.34
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,285.12,24.29,58.18,9.15,0.00,28.88,19.73,5.47,4.09,22.75,9.63
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,26.57,22.66,45.97,9.69,0.00,27.55,17.83,5.27,3.65,20.61,3.10
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,21.87,35.84,10.73,0.00,27.26,16.53,5.34,3.51,18.46,0.26
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,21.39,25.84,12.23,0.83,27.53,15.27,5.79,3.83,16.87,0.07
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.73,22.79,13.18,0.00,31.36,18.16,6.67,4.76,17.13,0.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,26.48,24.06,13.60,0.00,33.31,19.66,7.45,5.56,18.67,0.00
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.61,28.10,35.00,12.80,0.00,34.49,21.69,7.58,5.91,21.89,2.31
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,108.71,26.87,46.30,11.72,0.00,32.74,21.02,7.21,5.59,23.33,6.93
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,159.06,24.81,70.02,9.01,0.00,29.36,20.31,5.88,4.67,23.52,5.25
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,149.41,24.26,80.00,8.14,0.00,28.36,20.22,5.34,4.38,23.29,7.67
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.33,24.09,72.95,8.27,0.00,28.24,19.96,5.46,4.38,23.34,6.15
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,100.15,24.63,63.78,9.29,0.00,29.32,20.03,5.76,4.53,23.20,6.88
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,159.65,24.39,58.18,9.15,0.00,28.98,19.83,5.43,4.11,22.75,7.89
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,50.40,23.54,45.97,9.69,0.00,28.42,18.73,5.33,3.72,20.61,4.13
0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.04,21.44,35.84,10.73,0.11,26.83,16.10,5.28,3.46,18.43,0.65
0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.22,25.84,12.23,0.40,28.36,16.12,5.85,3.91,17.02,0.00
0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,24.16,22.79,13.18,0.02,30.79,17.59,6.63,4.68,17.57,0.01
0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,24.73,26.69,24.06,13.60,0.00,33.49,19.87,7.43,5.57,18.67,1.25
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.83,28.20,35.00,12.80,0.00,34.65,21.81,7.58,5.93,21.86,2.38
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,122.39,27.82,46.30,11.72,0.00,33.68,21.96,7.27,5.70,23.28,6.37
0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,127.30,25.30,70.02,9.01,0.00,29.84,20.80,5.92,4.73,23.65,5.62
0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,85.22,24.28,80.00,8.14,0.00,28.38,20.24,5.35,4.38,23.33,6.85
0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.28,24.46,72.95,8.27,0.00,28.61,20.34,5.49,4.41,23.34,6.00
